Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change,ticker,name,sector,industry
-,122.36,7.45,1.20%,39.16M,2.25%,36.56B,79.91,11.41,-9.95%,38.98M,0.80%,279.30M,6.12,2.42,98.10%,0.89%,9.13%,1.59B,23.00,31.50%,0.07%,1.86,29.35%,135.81,6.71,20.63%,5.10%,979.42,36.30%,96.48,9.45,20.00%,6.40%,500.24 - 951.18,-1.33%,-,87.28,42.50%,8.80%,-4.12%,0.90,-,16.30,19.40%,80.80%,82.30%,26.03,4337,16.30,20.60%,21.10%,55.25,3.18% 3.01%,Yes,0.19,-31.20%,17.60%,1.58,899.77,Yes,0.19,Oct 27 AMC,0.00%,186.61K,911.96,1.70,1.19%,2.27%,16.23%,"290,155",1.35%,CSGP,"CoStar Group, Inc.",Real Estate,Real Estate Services
S&P 500,25.45,3.60,0.10%,765.00M,-3.20%,70.11B,20.99,4.36,-11.29%,763.92M,1.05%,2.78B,3.81,1.01,76.70%,1.06%,14.33%,10.64B,6.59,8.60%,0.03%,1.97,25.05%,16.62,5.51,20.85%,7.10%,98.21,22.79%,3.79,24.19,6.69%,22.90%,46.81 - 97.54,0.95%,1.04,39.37,16.80%,14.20%,-6.08%,1.14,1.14%,1.70,-1.20%,78.50%,95.71%,1.86,19000,1.80,-11.10%,40.40%,48.86,1.76% 2.03%,Yes,1.30,-11.20%,26.10%,1.04,93.21,Yes,1.27,Jan 21 AMC,28.30%,4.11M,91.61,2.10,-0.34%,0.41%,19.11%,"4,307,309",-1.72%,CSX,CSX Corporation,Industrials,Railroads
S&P 500,37.27,8.89,0.70%,105.00M,-1.31%,34.92B,33.54,9.88,-21.32%,89.87M,-6.47%,956.30M,2.98,2.14,66.70%,0.91%,-3.56%,6.93B,5.04,1.60%,0.23%,1.82,14.54%,34.27,9.67,2.21%,11.90%,373.70,17.30%,6.67,49.66,12.50%,27.80%,154.33 - 369.20,-6.24%,3.51,30.87,19.10%,17.00%,-10.23%,1.48,1.06%,1.70,10.10%,45.80%,114.75%,9.16,40000,2.10,-51.90%,17.70%,41.89,2.83% 2.93%,Yes,0.71,-42.90%,13.80%,0.95,332.19,Yes,0.64,Dec 22 BMO,27.90%,449.23K,331.42,2.40,-3.21%,-5.64%,10.25%,"436,673",-0.23%,CTAS,Cintas Corporation,Industrials,Specialty Business Services
S&P 500,75.92,1.56,0.40%,164.09M,3.08%,19.44B,39.55,2.99,-89.58%,163.73M,12.65%,249.20M,5.75,0.55,-,1.16%,26.96%,3.28B,5.93,20.60%,0.53%,1.60,39.09%,18.72,6.32,16.97%,3.40%,114.90,91.55%,6.13,19.30,13.20%,10.10%,31.04 - 120.48,13.65%,-,-,-8.30%,5.70%,-1.83%,1.50,-,2.10,11.10%,32.20%,281.06%,2.76,13900,2.60,27.20%,13.00%,74.50,2.11% 2.43%,Yes,1.00,924.80%,7.60%,0.60,119.67,Yes,0.97,Nov 03 BMO,0.00%,1.19M,118.28,1.70,8.34%,14.68%,38.37%,"709,626",-1.16%,CTLT,"Catalent, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
S&P 500,29.99,2.70,0.24%,542.00M,1.60%,43.14B,20.35,3.97,-6.17%,528.99M,-0.17%,1.47B,11.95,0.90,93.80%,1.48%,10.27%,16.75B,2.58,-8.40%,0.04%,2.72,30.54%,20.55,3.94,9.84%,8.30%,82.31,30.05%,8.58,9.43,2.51%,13.50%,40.01 - 82.73,-1.31%,0.88,17.50,7.00%,15.40%,-2.24%,1.19,1.09%,2.60,10.30%,36.10%,102.15%,1.65,283100,2.60,-0.10%,13.60%,53.75,1.93% 1.92%,Yes,0.22,-28.90%,8.80%,0.71,81.91,Yes,0.22,Feb 03 AMC,31.80%,2.89M,80.88,2.60,0.35%,2.31%,22.05%,"2,209,215",-1.26%,CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services
S&P 500,52.86,0.79,0.10%,749.50M,-5.62%,31.36B,23.15,1.80,-4.80%,744.33M,5.68%,594.00M,4.33,-0.05,82.40%,1.35%,25.94%,13.99B,2.24,95.80%,0.12%,2.85,45.32%,32.16,1.30,27.95%,1.50%,39.73,47.90%,3.88,10.74,12.22%,2.60%,20.38 - 44.96,7.57%,0.52,24.14,-,-1.20%,-7.36%,-,1.25%,1.30,-,40.20%,104.37%,1.23,21000,1.80,-2.50%,3.00%,53.70,2.92% 2.86%,Yes,0.08,24.00%,4.40%,1.77,43.66,Yes,0.05,Feb 03 AMC,62.90%,3.52M,41.65,2.40,1.41%,6.63%,34.96%,"6,190,580",-4.60%,CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs
S&P 500,27.36,4.66,0.90%,123.26M,-3.14%,15.68B,20.00,6.37,-7.48%,122.32M,-4.00%,599.50M,2.56,1.33,94.60%,5.03%,-6.85%,3.24B,4.84,33.70%,-0.42%,3.54,-23.81%,0.56,227.41,6.33%,13.40%,156.92,6.81%,7.51,16.95,10.70%,403.70%,100.31 - 173.56,-2.11%,1.40,19.52,27.90%,44.80%,-26.62%,0.24,1.10%,0.90,-0.90%,85.00%,26.96%,3.65,8400,0.90,4.70%,20.40%,44.82,3.42% 2.57%,Yes,0.00,-61.80%,18.50%,1.33,132.58,Yes,25.18,Jan 21 BMO,29.50%,1.74M,127.35,2.40,-2.67%,0.45%,-7.35%,"2,288,526",-3.94%,CTXS,"Citrix Systems, Inc.",Technology,Software - Application
-,-,-10.28,-,775.00M,2.93%,22.25B,-,-,-,375.73M,-2.40%,-7590.00M,-,-,12.90%,0.29%,40.77%,10.34B,2.15,-2.70%,-,0.52,42.56%,25.17,0.71,-,-15.80%,-,-61.93%,6.59,2.72,13.40%,-33.70%,7.08 - 48.33,-4.38%,2.00,-,22.60%,8.70%,-62.92%,2.33,11.16%,0.90,5.60%,11.70%,153.11%,0.77,104000,0.90,-99.50%,-65.20%,50.09,3.21% 4.19%,Yes,1.28,-243.20%,-73.40%,0.44,18.01,Yes,0.97,-,-,2.11M,17.92,-,-0.55%,1.40%,27.15%,"924,831",-0.50%,CUK,Carnival Corporation & Plc,Consumer Cyclical,Leisure
-,-,-,58.63%,177.97M,2.87%,18.03B,-,-1.90,0.00%,73.63M,-3.12%,-,-,-0.63,21.10%,1.06%,91.17%,-,-,-40.20%,0.07%,1.28,-,5.20,19.44,33.30%,-,72.96,-,6.09,16.60,-,-,36.15 - 151.80,24.67%,-,-,-,-272.90%,-33.42%,-,-,8.30,-,-,179.59%,7.52,500,8.30,371.00%,-,52.85,4.97% 6.10%,Yes,0.04,-,-,0.46,101.05,Yes,0.04,-,-,612.80K,101.07,2.60,4.53%,6.40%,39.18%,"282,020",0.02%,CVAC,CureVac N.V.,Healthcare,Biotechnology
-,-,-1.36,0.10%,1.23B,-0.49%,13.16B,-,-0.22,0.00%,907.05M,3.37%,-1672.30M,-,-0.06,73.10%,2.48%,66.12%,11.59B,1.14,175.20%,0.30%,2.28,23.34%,10.97,0.56,62.10%,-6.20%,-,-32.56%,0.15,41.15,3.17%,-11.90%,1.41 - 9.39,1.49%,-,31.13,12.70%,8.80%,-34.72%,3.23,-,0.80,0.50%,55.00%,334.75%,0.28,2361,1.40,-22.70%,-14.00%,51.63,4.65% 4.34%,Yes,0.57,-203.80%,-14.40%,1.05,6.20,Yes,0.55,Oct 29 BMO,-,9.88M,6.13,2.50,-1.05%,9.70%,35.51%,"10,275,519",-1.13%,CVE,Cenovus Energy Inc.,Energy,Oil & Gas Integrated
-,-,-2.31,1.20%,70.01M,-5.83%,48.33B,-,-1.32,-77.33%,68.54M,2.37%,-128.30M,-,-0.49,-,25.72%,36.29%,4.86B,9.94,-20.40%,-0.13%,10.69,82.69%,6.15,44.32,44.10%,-5.40%,241.48,225.55%,2.77,98.48,-,-51.40%,22.16 - 302.46,13.78%,-,-,-19.20%,-22.80%,-9.89%,2.51,-,1.40,148.40%,14.20%,1129.92%,14.39,7324,3.20,41.00%,-8.90%,53.10,4.63% 5.69%,Yes,2.93,83.30%,-2.60%,0.49,269.88,Yes,2.51,Oct 29 AMC,-,1.65M,272.55,2.20,1.33%,9.12%,55.72%,"1,000,719",0.99%,CVNA,Carvana Co.,Consumer Cyclical,Internet Retail
S&P 500,12.23,6.06,0.10%,1.31B,-1.12%,95.43B,9.83,7.54,-13.52%,1.31B,6.51%,7.96B,2.66,1.23,78.00%,1.31%,24.65%,266.04B,0.36,861.40%,0.17%,1.98,16.15%,52.52,1.41,1.34%,3.50%,84.40,0.09%,9.38,7.89,4.60%,12.00%,52.04 - 77.23,8.46%,2.00,9.53,5.10%,7.20%,-4.08%,0.83,2.70%,0.70,13.00%,38.50%,42.35%,1.62,290000,1.00,3.50%,5.10%,58.20,1.83% 2.16%,Yes,0.97,-20.60%,3.00%,0.58,75.25,Yes,0.89,Nov 06 BMO,32.90%,8.61M,74.08,2.00,3.25%,5.15%,15.45%,"5,033,225",-1.55%,CVS,CVS Health Corporation,Healthcare,Healthcare Plans
DJIA S&P500,-,-6.41,0.04%,1.93B,-1.33%,183.66B,27.94,3.29,-23.99%,1.87B,5.53%,-11915.00M,-,0.06,63.00%,0.75%,28.36%,104.06B,1.76,-80.00%,0.12%,1.25,1.07%,71.09,1.29,3370.00%,-5.00%,103.90,-18.50%,3.45,26.64,-2.60%,-8.30%,51.60 - 115.15,8.95%,5.16,-,-31.40%,0.20%,-20.10%,1.34,5.61%,1.00,-6.90%,45.40%,78.31%,2.62,48200,1.30,-30.90%,-12.80%,54.96,2.50% 2.48%,Yes,0.26,-107.00%,-11.00%,0.93,95.38,Yes,0.26,Jan 29 BMO,-,11.22M,92.01,2.20,3.43%,4.32%,7.72%,"10,395,872",-3.53%,CVX,Chevron Corporation,Energy,Oil & Gas Integrated
S&P 500,-,-52.42,0.90%,195.32M,0.68%,13.70B,15.65,4.19,-0.11%,194.42M,5.31%,-10245.00M,-,1.23,93.10%,3.02%,32.42%,3.48B,3.94,-126.90%,-0.12%,1.77,30.06%,39.87,1.65,-6.66%,-64.40%,65.92,-26.93%,1.92,34.08,32.68%,-97.90%,33.13 - 91.06,12.43%,0.80,5.09,-22.20%,-3.80%,-27.96%,2.07,1.22%,1.70,11.50%,83.60%,98.01%,2.48,1453,1.70,-25.20%,-,58.51,4.28% 3.70%,No,0.50,-111.20%,-,5.87,69.80,Yes,0.50,Oct 28 AMC,-,3.32M,65.60,2.30,6.29%,11.29%,23.15%,"18,053,800",-6.02%,CXO,Concho Resources Inc.,Energy,Oil & Gas E&P
-,-,-8.41,0.50%,208.28M,5.49%,16.43B,-,-3.28,-7.33%,198.56M,7.00%,-1214.20M,-,-1.80,92.20%,5.78%,48.19%,2.57B,6.39,-15.30%,0.71%,4.08,111.09%,22.17,3.64,67.20%,-10.20%,85.79,33.91%,-,-,27.50%,-78.20%,6.02 - 82.34,8.68%,-,-,32.80%,7.70%,-1.97%,3.19,-,2.50,47.50%,45.30%,1240.86%,3.09,18600,2.50,107.60%,-25.30%,63.92,3.83% 4.04%,Yes,8.25,-,-53.60%,0.70,80.05,Yes,8.23,Nov 05 AMC,-,2.82M,80.72,2.00,5.66%,13.02%,70.46%,"1,977,606",0.84%,CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos
S&P 500,36.73,1.96,0.10%,833.80M,-0.61%,57.71B,18.48,3.89,-20.16%,813.35M,-4.74%,1.62B,-,0.75,69.90%,0.95%,-11.45%,15.13B,3.82,-56.50%,0.08%,1.75,-9.74%,28.72,2.50,9.44%,0.40%,83.13,-14.21%,0.51,139.74,-0.93%,1.70%,57.79 - 90.89,-4.52%,2.52,-,-5.90%,3.20%,-21.00%,0.35,3.51%,1.00,5.90%,99.70%,24.24%,1.37,19100,1.10,-4.60%,12.10%,41.03,1.83% 1.84%,Yes,1.60,-66.30%,3.00%,0.72,71.58,Yes,1.38,Feb 12 BMO,697.20%,4.40M,71.80,2.30,-1.83%,-6.57%,-9.25%,"3,185,361",0.31%,D,"Dominion Energy, Inc.",Utilities,Utilities - Diversified
S&P 500,-,-19.50,0.20%,635.00M,0.54%,26.90B,10.75,3.78,-19.11%,632.74M,-0.02%,-12385.00M,-,-2.60,61.50%,2.13%,27.17%,17.10B,1.57,28.70%,0.28%,0.88,54.93%,5.29,7.69,421.40%,-5.10%,45.00,-31.81%,32.54,1.25,-,-35.10%,17.51 - 61.61,1.14%,-,26.02,56.40%,19.60%,-33.99%,1.43,-,1.20,3.10%,26.10%,132.27%,1.33,91224,1.30,-75.60%,-10.30%,52.54,3.28% 3.06%,Yes,10.39,-467.20%,-21.40%,0.72,41.62,Yes,8.88,Jan 14 BMO,-,15.27M,40.67,2.50,1.36%,2.30%,31.42%,"11,155,112",-2.28%,DAL,"Delta Air Lines, Inc.",Industrials,Airlines
-,22.91,2.95,1.30%,162.26M,1.99%,11.35B,33.05,2.05,-15.43%,159.95M,20.04%,494.70M,-,0.40,99.70%,2.40%,51.61%,3.41B,3.33,212.40%,0.42%,2.83,141.50%,17.10,3.95,9.59%,9.20%,60.64,135.53%,0.39,172.55,-,18.80%,10.25 - 68.97,17.23%,-,41.88,36.70%,9.70%,-1.96%,1.27,-,0.80,-3.20%,24.90%,559.71%,2.59,10100,1.50,1.00%,19.10%,68.45,3.35% 4.02%,Yes,0.53,296.10%,14.50%,0.96,68.92,Yes,0.52,Nov 03 AMC,0.00%,1.36M,67.62,1.90,10.03%,24.20%,90.14%,"1,298,987",-1.89%,DAR,Darling Ingredients Inc.,Consumer Defensive,Packaged Foods
-,-,-0.89,0.50%,351.76M,-3.59%,67.15B,1503.07,0.13,0.00%,189.98M,14.75%,-283.00M,-,-0.14,34.10%,4.64%,-,2.21B,30.33,-222.70%,436.33%,1.91,-,-,-,112.00%,-,166.54,-,4.58,41.68,-,-,135.38 - 221.40,33.72%,-,-,-,57.00%,-13.78%,-,-,2.40,-,51.70%,41.00%,16.24,3279,2.40,267.80%,-12.10%,54.85,10.07% 9.16%,Yes,-,71.70%,-12.80%,0.50,189.46,No,-,-,-,4.63M,190.89,2.60,16.47%,15.54%,15.54%,"2,339,355",0.75%,DASH,"DoorDash, Inc.",Communication Services,Internet Content & Information
-,-,-0.89,2.70%,2.10B,-4.61%,24.16B,17.86,0.63,0.00%,1.92B,0.99%,-1872.00M,-,0.16,36.74%,1.61%,16.46%,23.66B,1.02,102.80%,-,8.55,13.73%,35.00,0.32,1796.97%,-0.10%,9.42,33.10%,415.66,0.03,1.01%,-2.50%,4.99 - 12.15,2.57%,-,-,-34.00%,4.00%,-7.98%,1.39,-,-,0.20%,-,124.05%,0.29,86984,-,-36.90%,53.70%,48.67,1.88% 1.81%,Yes,3.44,118.80%,-7.90%,0.49,11.11,Yes,3.44,-,-,3.62M,11.18,-,-0.54%,0.70%,19.77%,"1,788,709",0.63%,DB,Deutsche Bank Aktiengesellschaft,Financial,Banks - Regional
S&P 500,-,-4.16,0.09%,734.40M,-3.01%,59.62B,22.68,3.57,-1.82%,733.19M,13.53%,-3059.00M,-,0.80,78.30%,3.23%,36.15%,20.35B,2.93,-353.20%,-0.34%,3.36,48.78%,51.14,1.58,11.42%,-4.30%,76.21,33.23%,-,-,2.43%,-7.70%,28.33 - 87.27,13.88%,1.20,32.28,-,-0.40%,-7.21%,1.65,1.48%,1.20,-,34.10%,185.85%,2.50,35000,1.80,-6.10%,-14.20%,61.85,2.70% 3.11%,Yes,0.64,-121.90%,-14.70%,2.90,84.29,Yes,0.58,Oct 29 BMO,-,7.05M,80.98,2.10,5.79%,16.85%,42.28%,"19,682,688",-3.93%,DD,"DuPont de Nemours, Inc.",Basic Materials,Chemicals
-,-,-0.03,1.60%,302.55M,-1.44%,32.10B,535.44,0.19,-61.55%,203.05M,-4.07%,-7.50M,-,0.02,71.30%,7.56%,-4.83%,539.60M,59.49,-51.80%,0.58%,4.29,15.46%,3.09,33.44,9.66%,-0.50%,103.50,144.65%,4.81,21.47,-,-0.90%,28.88 - 118.13,4.98%,-,338.26,-,-2.70%,-12.52%,-,-,6.50,-,78.70%,257.83%,4.80,1403,6.50,61.30%,-1.30%,54.01,4.56% 4.53%,Yes,0.61,-255.90%,-1.40%,0.52,104.28,Yes,0.61,Nov 10 AMC,-,3.58M,103.34,2.50,2.31%,5.73%,22.43%,"1,896,676",-0.90%,DDOG,"Datadog, Inc.",Technology,Software - Application
S&P 500,35.14,8.69,0.10%,314.10M,1.42%,98.48B,19.58,15.60,-43.27%,314.03M,12.86%,2.75B,1.45,2.09,81.40%,0.69%,27.89%,35.56B,2.77,-12.50%,0.72%,1.34,74.08%,41.19,7.42,19.65%,3.70%,303.06,78.49%,21.92,13.94,24.19%,22.20%,106.14 - 306.35,13.55%,3.04,17.26,8.50%,6.90%,-0.28%,0.99,1.00%,-,4.20%,33.70%,187.83%,6.83,69600,-,-1.70%,13.70%,71.55,2.04% 2.37%,Yes,3.56,11.70%,7.70%,1.20,300.94,Yes,2.53,Nov 25 BMO,34.60%,1.62M,305.50,2.00,7.94%,14.41%,50.87%,"1,931,138",1.52%,DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery
-,24.13,3.19,0.70%,747.00M,7.96%,56.88B,10.27,7.49,-36.94%,257.18M,5.46%,2.43B,8.67,2.13,86.70%,2.31%,10.79%,92.14B,0.62,307.80%,0.39%,2.68,24.51%,1.18,65.17,0.98%,2.00%,79.56,53.98%,15.28,5.03,2.78%,-357.00%,25.51 - 77.41,4.93%,-,7.63,33.50%,16.20%,-0.66%,0.90,-,0.70,11.20%,31.40%,201.45%,2.00,165000,0.80,2.80%,4.00%,59.94,2.56% 2.62%,Yes,56.47,62.20%,2.60%,1.09,77.05,Yes,49.07,Nov 24 AMC,0.00%,2.22M,76.90,2.30,3.99%,7.87%,29.07%,"2,418,662",-0.19%,DELL,Dell Technologies Inc.,Technology,Computer Hardware
-,49.44,3.25,0.70%,584.00M,0.22%,95.02B,22.53,7.13,0.00%,582.19M,0.44%,1.93B,5.56,-,10.10%,0.09%,17.27%,16.09B,5.91,-54.00%,-0.08%,1.13,12.79%,15.87,10.12,16.17%,4.40%,185.28,-4.99%,7.86,20.43,8.90%,17.60%,100.52 - 170.54,1.09%,4.39,-,-8.70%,6.30%,-5.86%,0.67,2.73%,0.90,1.70%,60.40%,59.71%,2.50,27788,1.80,-19.20%,18.00%,53.32,0.78% 1.24%,Yes,2.48,-149.80%,12.00%,0.62,160.53,Yes,2.18,-,33.60%,448.32K,160.54,1.60,0.27%,1.58%,12.38%,"279,828",0.01%,DEO,Diageo plc,Consumer Defensive,Beverages - Wineries & Distilleries
S&P 500,28.89,3.26,0.30%,306.00M,-2.84%,29.08B,11.51,8.19,-0.37%,304.88M,9.59%,1.01B,8.29,2.36,88.80%,2.20%,49.59%,11.37B,2.56,16.60%,0.02%,2.33,85.88%,30.05,3.14,146.23%,0.90%,98.58,10.43%,56.91,1.66,3.49%,10.60%,23.25 - 100.96,4.10%,1.76,5.59,13.10%,14.50%,-6.66%,1.77,1.87%,-,9.60%,-,305.33%,2.94,17200,-,-11.80%,33.70%,56.35,3.28% 2.69%,Yes,3.54,3.90%,8.90%,2.11,99.89,Yes,2.32,Jan 20 AMC,54.00%,2.87M,94.24,2.30,1.34%,10.88%,57.60%,"6,011,219",-5.66%,DFS,Discover Financial Services,Financial,Credit Services
S&P 500,20.58,10.09,0.10%,247.13M,-4.81%,51.33B,20.68,10.04,-53.12%,244.51M,-1.31%,2.55B,1.22,2.72,95.20%,0.90%,-4.62%,32.49B,1.58,12.00%,0.25%,1.25,6.44%,28.27,7.35,-6.30%,10.20%,237.88,34.45%,8.90,23.34,16.90%,36.10%,125.00 - 225.25,-1.23%,1.44,19.39,13.70%,18.90%,-7.78%,0.55,0.69%,0.40,8.00%,31.60%,66.18%,3.95,143000,1.30,17.30%,10.50%,43.34,2.18% 1.87%,Yes,0.00,62.50%,7.80%,1.18,205.12,Yes,0.59,Dec 03 BMO,13.80%,1.77M,207.72,2.00,-2.05%,-2.14%,4.55%,"2,085,248",1.27%,DG,Dollar General Corporation,Consumer Defensive,Discount Stores
S&P 500,15.51,8.07,0.40%,135.00M,-0.22%,16.95B,11.87,10.54,-47.78%,134.10M,4.00%,1.10B,1.60,3.99,91.10%,2.11%,1.51%,8.36B,2.03,18.70%,-0.11%,2.28,-3.53%,47.41,2.64,-0.88%,8.50%,141.38,15.33%,11.85,10.56,9.72%,18.70%,73.02 - 131.81,5.04%,2.24,15.53,10.20%,9.40%,-5.03%,1.05,1.79%,1.30,0.80%,37.00%,71.43%,2.83,47000,1.40,42.40%,18.40%,54.93,2.15% 2.18%,Yes,0.71,164.50%,13.20%,0.86,127.36,Yes,0.63,Feb 04 BMO,26.50%,1.24M,125.18,2.10,2.15%,1.75%,7.41%,"1,070,324",-1.71%,DGX,Quest Diagnostics Incorporated,Healthcare,Diagnostics & Research
S&P 500,11.93,6.42,0.20%,364.00M,11.42%,27.79B,8.51,9.00,-11.60%,332.90M,4.56%,2.37B,0.72,1.68,84.10%,1.65%,0.07%,20.31B,1.37,49.50%,-0.27%,1.75,18.16%,32.53,2.35,13.61%,13.50%,89.47,33.35%,8.32,9.21,16.60%,21.80%,25.51 - 81.21,11.10%,0.80,25.99,25.90%,14.80%,-5.71%,1.67,1.04%,-,13.40%,24.40%,200.16%,2.27,9716,-,27.00%,14.70%,67.61,3.25% 3.14%,Yes,0.36,66.50%,11.70%,1.24,75.11,Yes,0.27,Jan 26 BMO,10.80%,3.13M,76.57,2.00,10.00%,7.39%,19.48%,"3,851,146",1.94%,DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction
S&P 500,56.07,4.16,0.50%,710.90M,-2.81%,165.55B,32.07,7.27,-13.81%,630.25M,3.09%,2.99B,2.90,1.87,81.60%,0.78%,2.67%,18.36B,9.02,-2.20%,0.00%,1.89,19.17%,48.80,4.78,20.03%,5.20%,265.47,42.33%,8.01,29.11,19.37%,11.30%,119.60 - 248.32,4.93%,0.72,42.25,7.60%,4.70%,-6.13%,0.70,0.31%,1.70,6.80%,55.00%,94.90%,4.91,60000,2.10,34.40%,21.30%,52.27,1.88% 2.19%,Yes,0.63,38.80%,19.40%,0.91,237.05,Yes,0.63,Jan 28 BMO,13.90%,2.59M,233.10,1.80,0.86%,2.28%,16.68%,"2,379,793",-1.67%,DHR,Danaher Corporation,Healthcare,Diagnostics & Research
DJIA S&P500,-,-1.56,0.10%,1.81B,-2.75%,313.70B,35.95,4.76,-13.37%,1.81B,-0.93%,-2832.00M,-,-0.44,65.50%,1.15%,37.08%,65.39B,4.80,-125.10%,-0.07%,1.77,43.90%,46.15,3.71,185.78%,-1.40%,181.14,18.94%,9.78,17.51,41.57%,-3.30%,79.07 - 183.40,-5.46%,-,156.15,-18.30%,-1.90%,-6.61%,1.19,-,1.30,4.50%,32.90%,116.62%,4.77,203000,1.30,-23.10%,-3.00%,50.31,2.34% 2.25%,Yes,0.71,-192.60%,-4.40%,0.72,173.64,Yes,0.64,Feb 11 AMC,-,11.75M,171.28,2.10,-2.72%,6.14%,31.91%,"8,423,916",-1.36%,DIS,The Walt Disney Company,Communication Services,Entertainment
S&P 500,17.81,2.07,2.10%,505.00M,0.50%,16.82B,11.82,3.12,-6.28%,465.01M,32.64%,1.07B,10.84,0.69,-,11.74%,82.10%,10.66B,1.58,236.60%,-0.01%,8.00,74.68%,19.97,1.85,0.22%,3.20%,28.59,15.13%,4.15,8.88,1.64%,10.90%,17.12 - 38.44,22.55%,-,5.55,11.70%,11.30%,-4.07%,1.60,-,2.00,12.20%,65.30%,115.39%,1.15,9200,2.00,-4.40%,24.90%,79.83,3.41% 3.60%,Yes,1.52,26.50%,10.10%,0.78,36.44,Yes,1.49,Nov 05 BMO,0.00%,6.83M,36.88,2.80,13.53%,28.01%,57.25%,"5,372,458",1.19%,DISCA,"Discovery, Inc.",Communication Services,Entertainment
S&P 500,12.94,2.47,1.30%,525.53M,-1.42%,17.00B,12.08,2.64,-5.85%,246.72M,4.69%,1.42B,-,0.75,80.90%,10.15%,17.96%,14.18B,1.20,-12.80%,0.50%,6.33,-4.86%,24.15,1.32,4.01%,4.20%,40.32,-13.14%,5.25,6.08,-,11.80%,17.09 - 42.62,-1.30%,-,5.82,5.10%,5.60%,-25.11%,1.98,-,0.70,-2.60%,33.10%,86.78%,1.10,16000,0.80,43.00%,14.90%,46.07,3.08% 3.27%,Yes,1.11,31.60%,10.00%,0.65,32.41,Yes,0.94,Nov 06 BMO,0.00%,3.95M,31.92,2.50,-0.01%,-3.58%,3.49%,"2,659,408",-1.51%,DISH,DISH Network Corporation,Communication Services,Entertainment
-,-,-1.79,8.40%,355.90M,-1.96%,21.46B,-,-1.21,-31.42%,328.13M,-0.63%,-577.90M,-,-0.47,46.10%,5.49%,25.93%,292.30M,73.41,-,-1.28%,0.92,41.88%,5.60,9.56,39.80%,-39.20%,60.39,275.33%,3.49,15.34,40.00%,-46.60%,10.60 - 64.19,15.03%,-,-,-,-,-16.56%,-,-,2.90,-,35.90%,405.28%,2.82,2,2.90,98.20%,-,56.42,4.78% 5.70%,Yes,0.00,-,-,0.43,53.18,Yes,0.00,Nov 13 BMO,-,19.68M,53.56,2.20,4.79%,8.37%,36.31%,"8,633,711",0.71%,DKNG,DraftKings Inc.,Financial,Shell Companies
S&P 500,57.29,2.47,0.30%,280.16M,6.06%,38.69B,133.35,1.06,-16.24%,279.19M,5.37%,534.70M,3.44,0.20,96.60%,2.29%,-9.24%,3.63B,10.66,94.60%,-1.92%,3.56,-2.52%,61.87,2.28,-1.94%,1.70%,165.45,11.83%,3.55,39.83,16.66%,3.80%,105.00 - 165.49,1.23%,4.48,-,18.80%,3.30%,-14.67%,0.15,3.17%,-,14.70%,61.60%,34.50%,2.99,1550,-,27.10%,15.20%,63.08,2.27% 2.14%,Yes,0.77,-158.20%,14.70%,0.81,140.72,Yes,0.77,Feb 11 AMC,176.90%,1.80M,141.22,2.10,4.07%,3.79%,-2.16%,"1,459,485",0.36%,DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Office
S&P 500,26.65,4.05,0.10%,236.80M,-4.16%,25.73B,17.37,6.21,-47.61%,232.04M,-3.66%,962.10M,2.41,2.11,91.80%,1.33%,12.98%,25.06B,1.03,151.90%,0.01%,1.53,10.99%,29.40,3.67,10.72%,4.70%,122.33,19.94%,4.68,23.01,11.06%,14.50%,60.20 - 115.45,-0.23%,-,9.94,3.70%,9.90%,-6.63%,0.83,-,0.30,22.40%,30.30%,79.05%,2.50,56900,1.30,7.50%,5.80%,46.41,2.16% 2.28%,Yes,0.51,28.80%,3.80%,0.71,107.54,Yes,0.46,Nov 24 BMO,0.00%,2.01M,107.79,2.20,-1.91%,1.11%,14.56%,"1,431,156",0.23%,DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores
